序号,公司名称,链接,板块,状态,地区,行业,保荐机构,律师事务所,会计师事务所,受理日期,更新日期
562,华缘新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000718,创业板,终止(撤回),浙江,非金属矿物制品业,"
               东吴证券 
                               
          ",上海市锦天城律师事务所,天健会计师事务所（特殊普通合伙）,2021/3/11,2020/7/23
563,斯瑞尔环境科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000719,创业板,终止(撤回),广东,生态保护和环境治理业,"
               中泰证券 
                               
          ",北京市中伦律师事务所,中审众环会计师事务所（特殊普通合伙）,2021/3/11,2020/7/31
564,北京柠檬微趣科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000430,创业板,终止(撤回),北京,软件和信息技术服务业,"
               招商证券 
                               
          ",北京国枫律师事务所,立信会计师事务所（特殊普通合伙）,2021/3/8,2020/7/1
565,苏州星诺奇科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001000,创业板,终止(撤回),江苏,橡胶和塑料制品业,"
               中信证券 
                               
          ",国浩律师（南京）事务所,容诚会计师事务所（特殊普通合伙）,2021/3/5,2020/10/14
566,北京神导科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000735,创业板,终止(撤回),北京,计算机、通信和其他电子设备制造业,"
               中信建投 
                               
          ",北京观韬中茂律师事务所,立信会计师事务所（特殊普通合伙）,2021/3/4,2020/7/23
567,青岛德盛利智能装备股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000732,创业板,终止(撤回),山东,专用设备制造业,"
               长城证券 
                               
          ",山东康桥律师事务所,致同会计师事务所（特殊普通合伙）,2021/3/3,2020/7/30
568,广西五一管业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000758,创业板,终止(撤回),广西,橡胶和塑料制品业,"
               申万宏源承销保荐 
                               
          ",上海市锦天城律师事务所,大华会计师事务所（特殊普通合伙）,2021/3/3,2020/7/31
569,湖南星邦智能装备股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000600,创业板,终止(撤回),湖南,专用设备制造业,"
               东海证券 
                               
          ",湖南启元律师事务所,天职国际会计师事务所（特殊普通合伙）,2021/3/2,2020/7/3
570,中消云科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000980,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               中信证券 
                               
          ",北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2021/3/2,2020/9/30
571,广州佛朗斯股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000596,创业板,终止(撤回),广东,租赁业,中信证券,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2021/2/26,2020/7/7
572,西安鹰之航航空科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000973,创业板,终止(撤回),陕西,铁路、船舶、航空航天和其他运输设备制造业,"
               第一创业承销保荐 
                               
          ",北京国枫律师事务所,大华会计师事务所(特殊普通合伙),2021/2/24,2020/9/30
573,浙江德宝通讯科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000711,创业板,终止(撤回),浙江,计算机、通信和其他电子设备制造业,"
               国信证券 
                               
          ",北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2021/2/24,2020/7/31
574,恒伦医疗科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001194,创业板,终止(撤回),山西,卫生,"
               招商证券 
                               
          ",湖南启元律师事务所,天职国际会计师事务所（特殊普通合伙）,2021/2/24,2020/12/23
575,江苏华鹏智能仪表科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001210,创业板,终止(撤回),江苏,仪器仪表制造业,"
               华泰联合 
                               
          ",江苏世纪同仁律师事务所,容诚会计师事务所（特殊普通合伙）,2021/2/24,2020/12/29
576,北京木瓜移动科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000710,创业板,终止(撤回),北京,互联网和相关服务,"
               中天国富 
                               
          ",北京市康达律师事务所,立信会计师事务所（特殊普通合伙）,2021/2/22,2020/7/28
577,北京时代凌宇科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000741,创业板,终止(撤回),北京,软件和信息技术服务业,"
               民生证券 
                               
          ",国浩律师(北京）事务所,天健会计师事务所（特殊普通合伙）,2021/2/22,2020/7/30
578,锦州捷通铁路机械股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000603,创业板,终止(撤回),辽宁,铁路、船舶、航空航天和其他运输设备制造业,"
               中天国富 
                               
          ",北京市君致律师事务所,中兴财光华会计师事务所（特殊普通合伙）,2021/2/19,2020/7/15
579,深圳国人科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000613,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               民生证券 
                               
          ",北京德恒律师事务所,天健会计师事务所（特殊普通合伙）,2021/2/18,2020/7/6
580,江苏凤凰画材科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001128,创业板,终止(撤回),江苏,文教、工美、体育和娱乐用品制造业,"
               东兴证券 
                               
          ",上海市广发律师事务所,立信会计师事务所（特殊普通合伙）,2021/2/18,2020/12/1
581,格林生物科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001178,创业板,终止(撤回),浙江,化学原料和化学制品制造业,财通证券,北京市高朋律师事务所,中汇会计师事务所（特殊普通合伙）,2021/2/18,2020/12/18
582,苏州湘园新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000978,创业板,终止(撤回),江苏,化学原料和化学制品制造业,"
               民生证券 
                               
          ",国浩律师（上海）事务所,天职国际会计师事务所（特殊普通合伙）,2021/2/10,2020/10/19
583,江苏恒兴新材料科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001189,创业板,终止(撤回),江苏,化学原料和化学制品制造业,"
               东吴证券 
                               
          ",国浩律师（上海）事务所,容诚会计师事务所（特殊普通合伙）,2021/2/10,2020/12/21
584,江苏镇江建筑科学研究院集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001219,创业板,终止(撤回),江苏,专业技术服务业,"
               东吴证券 
                               
          ",北京德恒律师事务所,公证天业会计师事务所（特殊普通合伙）,2021/2/10,2020/12/29
585,北京贝尔生物工程股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000521,创业板,终止(撤回),北京,医药制造业,"
               国金证券 
                               
          ",北京市天元律师事务所,大华会计师事务所（特殊普通合伙）,2021/2/10,2020/7/13
586,创智和宇信息技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000599,创业板,终止(撤回),湖南,软件和信息技术服务业,"
               中信证券 
                               
          ",国浩律师（长沙）事务所,信永中和会计师事务所（特殊普通合伙）,2021/2/10,2020/7/10
587,恐龙园文化旅游集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000698,创业板,终止(撤回),江苏,娱乐业,"
               中信证券 
                               
          ",江苏世纪同仁律师事务所,信永中和会计师事务所（特殊普通合伙）,2021/2/10,2020/7/24
588,深圳市德明利技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000921,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               东莞证券 
                               
          ",广东信达律师事务所,大信会计师事务所（特殊普通合伙）,2021/2/9,2020/10/13
589,大运汽车股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000495,创业板,终止(撤回),山西,汽车制造业,"
               中信证券 
                               
          ",北京市金杜律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2021/2/9,2020/7/2
590,江苏安凯特科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000393,创业板,终止(撤回),江苏,专用设备制造业,"
               国金证券 
                               
          ",北京市金杜律师事务所,天衡会计师事务所（特殊普通合伙）,2021/2/8,2020/6/30
