公司名称,链接,申报稿,上会稿,注册稿
深圳晶华显示电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003474,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_0215001CA2A77654FF4D5E894155E6711CBF43.pdf,--,--
四川里伍铜业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003358,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_9ACF2AEFFF19485F8E8E4921A4DE3AAD.pdf,--,--
深圳市亿联无限科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003371,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_17170027F12F4561C94A7AABC0D3C23BF066D4.pdf,--,--
常州晟威机电股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003435,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202402/RAS_202402_0515000BD178724C374373B3DFF5BD4602BACE.pdf,--,--
广西北部湾陆海新能源股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003638,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_B93E96C24EA440009A571EC681A6E717.pdf,--,--
陕西瑞科新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003334,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_151900E36888A3241540A697A5AD0C03D08D1F.pdf,--,--
四川恒邦能源股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002981,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_302130F5B8316CAE434CB3BEDD724DB1C1E4AD.pdf,--,--
中鼎恒盛气体设备（芜湖）股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003231,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_FC86882262B541258CE31C42BCEFC956.pdf,--,--
东莞市思索技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003718,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_2244C56250B44454972C7107D9004A4E.pdf,--,--
深圳时代装饰股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002980,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3019406344DA76436B48D7AA3B8318DD38F841.pdf,--,--
山东华菱电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003384,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_EAC4D660B0AA406FBCB59A14B35FA042.pdf,--,--
雅安百图高新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003469,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_9A5E44CFF85A4CA395DB9C7316E9C1D0.pdf,--,--
湖南晶讯光电股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003407,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_4E10A5B226654797846EF863FE467CF6.pdf,--,--
宁波博菱电器股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001383,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182D49AC9753FE6F472B3AE2ECE3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_7E2B579C6DF445F8B963752002FCA2C1.pdf,--
四川科瑞德制药股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002164,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_161500D7DDBE044FE74752B4BC7D0D25DFD665.pdf,--,--
上海新研工业设备股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003316,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3116053AF97A57C0904FED8C04186055F195E4.pdf,--,--
珠海精实测控技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003494,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3BF952747CFB4FFD83B9B5FE84E06E90.pdf,--,--
河南国容电子科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003249,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_9AED8FAFD88B484BB8C04DE1795EA41D.pdf,--,--
深圳市大族封测科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002484,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_5354DC00E11B4FDC8F3EE92AF08E16AB.pdf,--,--
成都欣捷高新技术开发股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003456,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_86BF983F0DDE4E57AB822508C2A17819.pdf,--,--
山西凝固力新型材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002599,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_E2E6323B25F843A09C0F78A083C38BBE.pdf,--,--
赣州吉锐新能源科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003224,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_42948FD6DB934537BE5DD657931F8333.pdf,--,--
成都市汉桐集成技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003463,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_310800E613C19A5EFA44038471F1E3A5404880.pdf,--,--
深圳博纳精密给药系统股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003434,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_753E26D1D3C0455C8C49FE43208D0168.pdf,--,--
辉芒微电子（深圳）股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003267,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202311/RAS_202311_E091432ECA094D9E8A8DFAD4F31CABDD.pdf,--,--
江阴润玛电子材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002195,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_CF911DE27C4746D1BC55B3F2136149F7.pdf,--,--
瑞博奥（广州）生物科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001891,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202205/RAS_202205_0001806FC920D33FE66B7CFB534F6E3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000183221C615D3FE92C91C49FB1763F.pdf,--
新疆蓝山屯河科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002261,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_571392B84ADC423D9B028D5047EFD944.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202305/RAS_202305_779C63A0612948629BF5DE6503E63C9B.pdf,--
嘉兴凯实生物科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001962,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202205/RAS_202205_000180DB8D51043FDB4442241B104C3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000183830B95F13FEDAD13CE86F0153F.pdf,--
上海紫江新材料科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002328,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_F01E9BD2A81B4EF28FAF07B5B21328DA_1445_20230118.pdf,--,--
苏州湘园新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000978,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc/RAS_000176F74E36403FE87D1F951E8AB63F.pdf,--,--
芯天下技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002094,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202210/RAS_202210_000184173BF5983FE98BFBCF1E16113F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_00018442DDC6893FEEE429F201AD343F.pdf,--
幺麻子食品股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002990,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_02A9212BFE914960B73CEF233F6E837E.pdf,--,--
苏州鲜活饮品股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002986,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_77A48C453F684EF6AA79B4822C998114.pdf,--,--
苏州湘园新材料股份有限公司2,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002425,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_99FBAB5E6A6F4661BA128DB827A08E0F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_0748D7ABABE3434CA1827693A389CDE0.pdf,--
北京思睦瑞科医药科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002218,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_2687556CCE0C48BE9DA5A3E31A34756D.pdf,--,--
河南省城乡规划设计研究总院股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003458,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_CFC0841002FD4CE88463A823660B980D.pdf,--,--
浙江德馨食品科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002978,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_C9A167C814DF4DAAAC601ADD9E874BB7.pdf,--,--
贵州黔通智联科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001979,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_29C07537B4364F839686CF03B17A0952.pdf,--,--
浙江湃肽生物股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003465,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_DB5B3589A14C42F6A6D097BC30CC4257.pdf,--,--
河南正佳能源环保股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002795,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_9682CBDB28EC498494876DBDB622E725.pdf,--,--
浙江伯特利科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002801,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_D9369B89D7034992980B8BDB36A02C78.pdf,--,--
南通冠优达磁业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002205,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_6D01319DD131417ABA9522940FD0D11E.pdf,--,--
深圳市爱贝科精密工业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003457,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_0764CEDC4F4D44A6A01813CE6F4F9C6F.pdf,--,--
苏州星诺奇科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001497,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202112/RAS_202112_00017DBEEFABBD3FDAAD7E3741E7E83F.pdf,--,--
浙江城建煤气热电设计院股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002883,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_631BBA971AAF4CA6B04D0A0EF09492FF.pdf,--,--
浙江高信技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003408,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_325639FB2FBE47F4A9AA8E9C21577E79.pdf,--,--
四川白家阿宽食品产业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003004,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_1B64A080E83942F4B8214014FE44D222.pdf,--,--
东莞优邦材料科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003368,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_23B76CD476ED453FAADB44426BF59ECE.pdf,--,--
明喆集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003319,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_8D602A98359C4C06B032145FA7C8758C.pdf,--,--
上海国创医药股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002581,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_082A0DC106884572992A9B128AEAE563.pdf,--,--
彩虹集团新能源股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001937,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202207/RAS_202207_000181A71E476D3FEA7060437F40573F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182A1B20C663FBB604528A1DBE83F.pdf,--
浙江佑威新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003306,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202311/RAS_202311_60E3DE11D97B449A920D1349CB3D9276.pdf,--,--
山东益大新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002576,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_E2E8A2DD61B14BB7A12CC3D283D0D2FF.pdf,--,--
科凡家居股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002975,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_27B731308D7947F6AB16A0A7F711F898.pdf,--,--
深圳矽递科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002591,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202305/RAS_202305_D0B9C4E6EA1D4A8B8FA783534ADFAA5B.pdf,--,--
广州尚航信息科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003044,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_97DD1A4E798348BA8EBDBE092A229CE7.pdf,--,--
广州腾龙健康实业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002841,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_82EEAE51554D4D9FAA0832C4AA38A029.pdf,--,--
宁波华瓷通信技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003386,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_B6FC08D70674410EB74C2447ED052DEF.pdf,--,--
广州迪柯尼服饰股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003008,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_5A73FDFA155942A1805B84FFC004E6D4.pdf,--,--
广州环亚化妆品科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002600,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_E9143D9458094C5E91F1DB988BAD9033.pdf,--,--
广西东呈酒店管理集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003071,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_7124A57207AF48FFA56774CFA2F9B61A.pdf,--,--
方大智源科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002602,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_B0DA2712A3134AFB888D386151E17933.pdf,--,--
玛格家居股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002843,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_5E25DC01AC9048C8B6EC9E452234722B.pdf,--,--
周六福珠宝股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002937,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_F2658C5AEF35493E8C714A88D5F17B99.pdf,--,--
天宝动物营养科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002896,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_9080C871A1A648778A78EDDCD2C89259.pdf,--,--
上海恒业微晶材料科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002568,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_241757C29001471F93069669F8FED2BA.pdf,--,--
北京中奥通宇科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003007,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_FBDC6CFE0AD14A9E8924DEC737B8EC9D.pdf,--,--
福华通达化学股份公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003462,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_AE366F8195A048E791736D833AD3E2A1.pdf,--,--
广州泛美实验室系统科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003344,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_23537F05413F4D029B62C9D8BA4675A5.pdf,--,--
江苏环保产业技术研究院股份公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002985,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_1F948B2C8A8746B0950970FCE3926B21.pdf,--,--
苏州星诺奇科技股份有限公司2,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001000,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc/RAS_000176F45030E93FE017DFBE6760E23F.pdf,--,--
高景太阳能股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003290,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_A36C5850D39A4C4182F182BCA63E8F36.pdf,--,--
深圳市玮言服饰股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003054,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_3ECB2F75FEA243368F62337B368DCAB9.pdf,--,--
池州华宇电子科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002882,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_481035471651410C819DFF3996ED4406.pdf,--,--
江西百神药业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002940,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_703306F4921846AB9896869A308AEB36.pdf,--,--
浙江晨泰科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002567,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_CA3BACE2E1AF4016B8405A2C21327D7C.pdf,--,--
江苏长晶科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002487,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_7B6BC32BF6724306A1C591B6F5713CE9.pdf,--,--
苏州鼎佳精密科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002997,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_DF1AE8BDA4B74A1E9A2B1DA85ACEFCD8.pdf,--,--
辽宁航安型芯科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002214,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_96E201B32A684D47A14CC14D9334E411.pdf,--,--
龙江元盛和牛产业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002971,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_035F1C61EEAB4A38A60EF6918BE39913.pdf,--,--
安徽博石高科新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002640,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_A5996523601F46AEB240AD4B41D19129.pdf,--,--
绍兴拓邦新能源股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002587,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_968D1BD9F86C4EFCA866203886DDFA3C.pdf,--,--
北京合众伟奇科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002284,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202305/RAS_202305_D45B8C4BB2914314A87F9D1800D6A74E.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_3805A26055FF4C9FA8654B1F1973CDF4.pdf,--
天津同仁堂集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001554,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202204/RAS_202204_0001803ACE46A53FD5741650B32B903F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_FBD16DCECDEA44458FB671F07348FB7A.pdf,--
江苏聚成金刚石科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002538,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_B80C3C7D93644B3F918E32EA2A302084.pdf,--,--
湖北龙腾电子科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002116,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_25252BF95A0D4C0A810743A7D76BF94D.pdf,--,--
贝普医疗科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002159,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_1F425683036B4406856F6FA2253CFAF6.pdf,--,--
上海西恩科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002426,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_1B0D366B48C04C65973977BC5B46A482.pdf,--,--
拓尔微电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002308,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_0CB10E2937354B36AF57839F7B32D9A5.pdf,--,--
夜视丽新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002578,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_77F3AC5509094BF48C006CBBAE13100F.pdf,--,--
惠科股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002276,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_66127F9E11DF49E8869A3881B54926A7.pdf,--,--
昆腾微电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002598,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_555C79077C2042F5A554B5DEF64B5725.pdf,--,--
未来穿戴健康科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002300,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_6E7D8D8563BF4AA0B608B45A5A802DC9.pdf,--,--
江西增鑫科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002814,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_768647A05F574C58A16663AA6DA15BBF.pdf,--,--
深圳市麦士德福科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001976,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_464EDCF4A3004263A05F1CBED2512FB3.pdf,--,--
福建省闽东力捷迅药业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002306,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_AA17EA832104428AADD7D34CC075E9D7.pdf,--,--
深圳华智融科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003082,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_EA2D73B4065B4C8FA1B7F0A469CDD5AA.pdf,--,--
浙江永坚新材料科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002783,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202305/RAS_202305_DD4437BC56834876A010FB85EAEE2915.pdf,--,--
河南光远新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002332,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_66C7E9E5292F459CAF82BA426DEA3348.pdf,--,--
浙江上风高科专风实业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002343,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_EA9227F97E23429694E713DAF1FBE645.pdf,--,--
北京诺康达医药科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002312,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_BAAB5F47459043EBBB5965FA882BA6C2.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_08BE02A7EB7C4355A77810F9ECC45838.pdf,--
深圳市华舟海洋发展股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002973,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_C95751ED29F2463F89AFE8767AA717AC.pdf,--,--
千年舟新材科技集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003070,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_4CB87930BE46422CA918655D4E6DB485.pdf,--,--
成都市青城山都江堰旅游股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003083,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_3EB5CAC69B8F4C3081EE003962C2A9B7.pdf,--,--
江西金利隆橡胶履带股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002305,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_A7F8240880AE4E299C254CE311E1EE78.pdf,--,--
广州拉拉米信息科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002848,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_D5834FE3F6F04F4F944E913B85208D47.pdf,--,--
华耀光电科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003223,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202305/RAS_202305_39C28278A0954C0F905CDB5D87AA2F4C.pdf,--,--
