公司名称,链接,申报稿,上会稿,注册稿
昌德新材科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002894,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_8B88DC26BFCF4552A2EFAB5FFA4239A6.pdf,--,--
赣州海盛钨业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003409,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_2315000845694F99DA4DA895017C0734115793.pdf,--,--
宁波福尔达智能科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002311,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_214319D6095A499088130432365032A4.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202304/RAS_202304_56930DC197034BE097FAF1818FC40357.pdf,--
华茂伟业绿色科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002603,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202402/RAS_202402_0515005077EBA60DB149B5BD0E4D50E82482DF.pdf,--,--
三技精密技术（广东）股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003020,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_41BD09979B084BA89121B31BB29D2CC3.pdf,--,--
青岛中加特电气股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002993,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_32777BAEA94442B1AA9E4C879C2159F9.pdf,--,--
广东皇派定制家居集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002861,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3122155A7E88EF7F7E421E8FA9640BB4579B5A.pdf,--,--
江苏中润光能科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003239,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_089292558D9647868A8E831ED9C615F2.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_A5635C97E0A44AFAB2992D6D07DF7AFB.pdf,--
安佑生物科技集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003451,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_7C25235A8C40415480D34EC49FEFF8B4.pdf,--,--
宝武碳业科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002330,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_1F6E0A0892C749D7830DA35BDA869F9A.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_D891FDA7BD3F42C4A9637B16795AF0C0.pdf,--
新疆阿克苏水务环保集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003042,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_529589FFA04942D2BC7CF03A117AD38B.pdf,--,--
苏州亚太精睿传动科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003439,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3110408CFF647222004C4086EC5CFD6175925F.pdf,--,--
宁波华平智控科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002324,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_00018477D419DB3FDAD605A03D934C3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202304/RAS_202304_05222C160DF94988AB8B77FB6D2E5739.pdf,--
广东品胜电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003495,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_2615050390C0DB48EF432A8F1A14EB8FAE6A64.pdf,--,--
北京中航科电测控技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002315,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_C967C9AE16074ABEAF4BE5B10C7CB850.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202308/RAS_202308_F07D014470FB44A4A9E80908F624460E.pdf,--
浙江美晶新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003643,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_312035563F37139869415B90F09B6DAAA2D623.pdf,--,--
南京海纳医药科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003476,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_1215004F1AE31536DB45EF88B040AFE36F8C96.pdf,--,--
宁波开诚生态技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003461,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_D56FE464F4D34774B65AB799F55E235B.pdf,--,--
厦门美科安防科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002065,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_000184F0BD74963FC0A57C7855DA3C3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_27BF5AE9086B4592BA92A9E2019315CA.pdf,--
杭州宇谷科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003354,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_142105BEE65AB65FA146D89F5D593142DD6F99.pdf,--,--
北京国遥新天地信息技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003399,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_18214591B480727E714692B96C21817D8A7D34.pdf,--,--
宁波昌亚新材料科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003395,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_221925864E10E602B4419BB3A595C982058308.pdf,--,--
浙江小伦智能制造股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002288,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_689DD9AFBEF44D4F8873AA0722682E96.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_98176724CFB94A83A24B413D203EC360.pdf,--
深圳远超智慧生活股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003032,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_011755CF91EA974D8E4FF1AF12DC0BB1B02456.pdf,--,--
北京深演智能科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002304,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_DD7B9B37D2984D68821C907945DD10A6.pdf,--,--
浙江雅虎汽车部件股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002203,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202305/RAS_202305_624F638ADA684E8EBCC3C4ED6264C162.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_589C425B9C414E2EA598B5659722CCC9.pdf,--
广东华庄科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003473,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_C5296771F33341AB8C189EA3137DBAE5.pdf,--,--
吉林省春城热力股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003030,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202310/RAS_202310_7DB49F5A7584493D8A74D6855E83E966.pdf,--,--
上海熙华检测技术服务股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003209,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_47034A18C00149BDA62719F2BDA8D1F1.pdf,--,--
侨益物流股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003023,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_7EC461411B7A41DC97D7D7781C378CB3.pdf,--,--
深圳感臻智能股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003373,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_1FB48657CDE749E5BE459F1A0AD2F65C.pdf,--,--
浙江科腾精工机械股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002258,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_066FC0CFC2964428BE98EC1AB7ABFC96.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202304/RAS_202304_47C7A1DFC668425896537AA162C7188F.pdf,--
天元航材（营口）科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003410,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_0215001328D275FCBF45208072BCDBB46075FB.pdf,--,--
山东金鸿新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003730,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_7857D325BA0F4344820A6423136C2E07.pdf,--,--
金永和精工制造股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003504,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_121F01CCF27F4E018759B5174BEFBB79.pdf,--,--
深圳市斯比特技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003398,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_152100128A0C98417F4B96B0B06D004F3704F7.pdf,--,--
江苏大艺科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003047,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_84DCD1181CEF4C91B778B93162BF88A1.pdf,--,--
江西省江铜铜箔科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002479,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202305/RAS_202305_A114D18D24DE4880AA79729976BBEF65.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_CBDEBCA9EB354329920EE3EE6D1CB494.pdf,--
昆山玮硕恒基智能科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001771,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182F7E9D2A83FE335D0BF095D7E3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_00018442ADFCD23FB34717B2308B083F.pdf,--
北京易诚互动网络技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002175,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_251500DE4FAB5261814F7A8A7188932A4F3951.pdf,--,--
基因科技（上海）股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003455,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_289A3352119B4311BE3A9652BEB502BC.pdf,--,--
浙江新纳材料科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002825,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_64390BE943C54B77834713CE691DBD38.pdf,--,--
迪嘉药业集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003332,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202311/RAS_202311_F03BE55393D94BB9B1108D0A92DF8AD0.pdf,--,--
浙江泛源科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002486,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_6C0F811E5E394C338AA31339DA4A215F.pdf,--,--
北京三清互联科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003650,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202404/RAS_202404_222215CA45309335FB45509CE277839E2C9800.pdf,--,--
京磁材料科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002269,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_A1B8F6BBA100488583AECAED54378478.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202304/RAS_202304_A97033FA3D6648078354AB0D7A567AB6.pdf,--
苏州元澄科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003240,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_30224538C34E9AF906405D90810ABD222E9A3C.pdf,--,--
苏州奥德高端装备股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003431,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_0116108B7E6D7B51844FE2B411D1882B305A16.pdf,--,--
河北圣泰材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003739,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_1737976B280343949CF7A93F20DBC93D.pdf,--,--
深圳盛凌电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003254,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_311535CFE21E33A8174CB49CDF4EE1D3510D9B.pdf,--,--
丹阳丹耀光学股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003472,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_311515C983D0D2E5D94F4AB1F04C416561CDAC.pdf,--,--
四川菊乐食品股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003035,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_301130896F622BF78943B6B5161422FFB14D05.pdf,--,--
四川美康医药软件研究开发股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003429,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3A5730A61F4740B79EC8E8087477FF10.pdf,--,--
德和科技集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002811,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_DE9B9886FEEC4186978F23D28E309FFD.pdf,--,--
上海金标文化创意股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002790,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_AC8CB506F36742BE9327380350B2828F.pdf,--,--
上海森宇文化传媒股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003337,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3111058DBC9E074F1D44E8AF8D72B6AF36ECA7.pdf,--,--
湖北毅兴智能装备股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003299,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_D1B9D51C07184FB7A78D69F901D00081.pdf,--,--
江苏乐尔环境科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003499,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_1821056B62DE9006A843D0B80CC6215A02EE51.pdf,--,--
歌尔微电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001942,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182918067ED3FE50AEEDC3C426D3F-1511-20220815.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202210/RAS_202210_000183796319E03FE91DE14F140E913F-1511-20221012.pdf,--
深圳市大洋物流股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003438,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3118507A44BB6EA0FE40448A85BBE8060A3B92.pdf,--,--
合诚技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003037,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_223EBD83F0EB435AB4122B4C6177E652.pdf,--,--
成都蕊源半导体科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002118,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_0001843DD5C9743FD529DD4842480C3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202307/RAS_202307_02C5115AACF142F5B6B11066597CD31A.pdf,--
湖北香江电器股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002977,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_8601A07510DF4503A906ADB22ED53B7A.pdf,--,--
苏州威达智科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003500,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_735A103E6BA9486694A7A4F649DCA22F.pdf,--,--
浙江伟星光学股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003490,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_88220FDE99C94B22A90CBFFF945184F7.pdf,--,--
南京长江都市建筑设计股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002831,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202310/RAS_202310_0B04094750744F8BBA38AC26C4A4C2BE.pdf,--,--
东实汽车科技集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003198,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_31154561C8CFAB19F44E238D462D48C509A032.pdf,--,--
香河昆仑新能源材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003350,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_0215003333E2AE14D0401C9F3E72DC5CFD275D.pdf,--,--
广东铭基高科电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003279,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_1717208AA5E4E953EC43DA9C22B605BD7EF6E2.pdf,--,--
深圳深蕾科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003487,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_2516305F46FC64965F43788D4A3F3C8CD9E19F.pdf,--,--
深圳市飞速创新技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003001,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_790DE99ADB4E45F7948CB128CCC60C8B.pdf,--,--
安徽唐兴装备科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003374,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_1621554AAF684B7E874F96B95F7294FDC53C26.pdf,--,--
深圳市景创科技电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001500,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202207/RAS_202207_000181CD839F033FD5C5A5D4313A1E3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182AA5C75163FEDBADD1484A4793F.pdf,--
东莞六淳智能科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001577,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_0001818F96C03A3FD1B0061C1C11483F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202207/RAS_202207_000181F30F044D3FE81462E38EB03A3F.pdf,--
苏州华一新能源科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002354,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_86BA7B33B50E4F7591B494FA10E00161.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202304/RAS_202304_502571BFB72B4B899897161A1C942B07.pdf,--
广东高义包装科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003483,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_E98350B1F80F48A8A8F7EB9AB4274832.pdf,--,--
潍柴雷沃智慧农业科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002629,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_46746EF3F86A4D7290849B1342437720.pdf,--,--
四川众邦新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003477,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3114553DD596501B174D7BBFFDDEB7F497C089.pdf,--,--
保定维赛新材料科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002921,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202311/RAS_202311_EA3BD33285E04ADAADE9D7743C711710.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_1119350DDDB3811ACB4F0FA63DC370B4D588B1.pdf,--
广州市儒兴科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003385,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202311/RAS_202311_20065948BA5C45478F235598D4FDB484.pdf,--,--
广东优巨先进新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002257,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202402/RAS_202402_04215517B4E941B1BC48E5B08034DD2C2815D4.pdf,--,--
深圳市科通技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002356,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_69276EF065054D9C8319689CD00F7719.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_311710DC4DC3055D0A40C7B84DBF77CD70CAC7.pdf,--
青岛科凯电子研究所股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003347,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_171810E076F822C0A343A0B3241572F5FCB8E8.pdf,--,--
江苏省建筑设计研究院股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003025,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_3113203ACAA3A4CDFF4DF6B51F8814EF7CCB88.pdf,--,--
双登集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003452,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_0920009FDBDCF3FF1E4B0A87FA16F03830F4CB.pdf,--,--
苏州速迈医学科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003425,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_182115CEB2AE405772447596C2D199248019DE.pdf,--,--
苏州杰锐思智能科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002350,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_F70B68968C5C4FF68A3CF517ACF202F2.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_40EAC1C152BF41BA83194BC2C86C4F82.pdf,--
深圳市方向电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003449,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_162320B12AE012F3D74F61927C00E65AA44CE0.pdf,--,--
华艺生态园林股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003511,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_2418505BE8C3506064476296A9A937B112C8B9.pdf,--,--
洲宇设计集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002956,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_2781479299F443DF829C896288090B18.pdf,--,--
深圳市皓吉达电子科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003642,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_248E1BD6027742C1A9025FC76B6DD7CC.pdf,--,--
青岛大牧人机械股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002876,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202306/RAS_202306_BDE93ED97C094FF4B36C6D4805E322AA.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_7B175791DFE84D37A96608709113E8D8.pdf,--
伟本智能机电（上海）股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003353,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202403/RAS_202403_131505164EF5133F204F01AC6581E9B2DC9426.pdf,--,--
道尔道科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003501,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_101805139F2E2B32174063912F607A0E2BFA4A.pdf,--,--
赣州水务股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003655,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202309/RAS_202309_E5880657191641C3B04DB3ACFBDD2FA4.pdf,--,--
北京青牛技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003361,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_BDB89D7271CB4440BD504812B370A7F0.pdf,--,--
浙江海宏液压科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003322,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_18193514BA0A0CB4E04583AA91D0295B269D0F.pdf,--,--
贝利特化学股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003370,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_221500B672112138A547D0A4F1D5046A449791.pdf,--,--
天津望圆智能科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002984,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202312/RAS_202312_B15F4D710CAC4DFCB9F8637923058F3F.pdf,--,--
焦作卓立膜材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003356,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202401/RAS_202401_241500C9809F38D985411398D9CAC0E867488F.pdf,--,--
浙江三方控制阀股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002291,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_000184C3A227913FE19F33CFB06A983F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_518A7C3C1A5F40469B18A8D1B6BC4C80.pdf,--
